,gender,customer type,age,type of travel,class,flight distance,inflight wifi service,departure/arrival time convenient,ease of online booking,gate location,food and drink,online boarding,seat comfort,inflight entertainment,on-board service,leg room service,baggage handling,checkin service,inflight service,cleanliness,departure delay in minutes,arrival delay in minutes,satisfaction,customer_age
13527,Female,Loyal customer,32,Personal Travel,Eco,1158,3,3,3,3,4,3,4,4,1,5,2,4,4,4,0,15,Neutral or dissatisfied,Young Adults
13528,Female,Loyal customer,25,Personal Travel,Eco,1010,3,3,3,3,1,3,1,1,1,5,5,1,2,1,0,22,Neutral or dissatisfied,Youth
13529,Female,Loyal customer,53,Business travel,Business,1677,5,5,5,5,2,4,5,5,5,5,5,4,5,3,32,17,Satisfied,Middle Adults
13530,Female,Disloyal customer,40,Business travel,Business,2300,5,5,5,4,5,5,5,5,3,5,3,5,4,5,0,0,Satisfied,Young Adults
13531,Male,Disloyal customer,17,Business travel,Eco,229,3,3,3,3,5,3,5,5,4,3,4,1,3,5,0,0,Neutral or dissatisfied,Youth
13532,Male,Loyal customer,39,Business travel,Eco Plus,1044,1,1,1,1,1,2,1,1,3,4,3,2,3,1,0,13,Neutral or dissatisfied,Young Adults
13533,Female,Loyal customer,63,Personal Travel,Eco,563,2,2,1,4,2,3,3,2,2,1,2,2,2,1,46,66,Neutral or dissatisfied,Senior
13534,Male,Loyal customer,25,Personal Travel,Eco Plus,731,4,1,4,3,2,4,2,2,1,1,3,1,3,2,5,0,Satisfied,Youth
13535,Male,Loyal customer,53,Business travel,Business,3289,5,5,5,5,5,3,5,5,5,5,5,4,5,1,2,0,Satisfied,Middle Adults
13536,Male,Loyal customer,66,Business travel,Eco,332,4,3,3,3,4,4,4,4,4,3,3,5,3,4,0,0,Satisfied,Senior
13537,Male,Disloyal customer,29,Business travel,Business,528,1,1,1,5,3,1,3,3,5,3,5,5,5,3,29,11,Neutral or dissatisfied,Young Adults
13538,Female,Loyal customer,56,Business travel,Business,3746,1,1,1,1,5,4,5,4,4,4,4,5,4,5,15,13,Satisfied,Middle Adults
13539,Female,Loyal customer,18,Personal Travel,Eco Plus,365,3,4,3,3,5,3,5,5,3,4,4,5,5,5,0,0,Neutral or dissatisfied,Youth
13540,Female,Loyal customer,8,Personal Travel,Eco,431,2,5,2,5,2,2,2,2,4,4,5,4,5,2,0,0,Neutral or dissatisfied,Youth
13541,Female,Disloyal customer,50,Personal Travel,Eco,547,2,3,2,3,2,2,1,2,2,2,4,5,3,2,2,0,Neutral or dissatisfied,Middle Adults
13542,Female,Loyal customer,30,Personal Travel,Eco,594,5,3,5,2,2,5,2,2,2,5,1,3,1,2,0,0,Satisfied,Young Adults
13543,Female,Loyal customer,30,Personal Travel,Eco,192,3,4,3,5,4,3,4,4,5,3,5,4,5,4,30,20,Neutral or dissatisfied,Young Adults
13544,Male,Loyal customer,51,Business travel,Business,1999,4,3,3,3,1,4,3,4,4,4,4,2,4,4,15,11,Neutral or dissatisfied,Middle Adults
13545,Male,Loyal customer,32,Business travel,Eco,265,2,3,1,3,2,2,2,2,1,2,4,4,3,2,2,0,Neutral or dissatisfied,Young Adults
13546,Male,Loyal customer,41,Business travel,Business,2608,2,2,2,2,3,5,4,5,5,5,5,5,5,4,7,0,Satisfied,Middle Adults
13547,Female,Loyal customer,59,Personal Travel,Eco,2125,4,2,4,2,2,2,1,5,5,4,5,4,5,4,7,0,Neutral or dissatisfied,Middle Adults
13548,Female,Loyal customer,60,Business travel,Eco,308,4,1,1,1,2,5,4,4,4,4,4,1,4,3,0,21,Satisfied,Middle Adults
13549,Male,Loyal customer,61,Personal Travel,Eco,331,4,4,4,5,4,4,4,4,3,4,4,5,4,4,18,8,Neutral or dissatisfied,Senior
13550,Female,Loyal customer,66,Business travel,Business,280,3,3,3,3,1,2,5,4,4,4,4,5,4,4,0,0,Satisfied,Senior
13551,Male,Loyal customer,26,Business travel,Business,1096,2,2,2,2,3,3,3,3,5,2,5,4,4,3,0,32,Satisfied,Young Adults
13552,Female,Loyal customer,57,Personal Travel,Eco,331,2,2,2,3,1,4,4,2,2,2,2,2,2,4,0,0,Neutral or dissatisfied,Middle Adults
13553,Male,Loyal customer,39,Business travel,Business,1222,4,4,4,4,2,4,4,5,5,5,5,3,5,3,7,1,Satisfied,Young Adults
13554,Male,Disloyal customer,36,Business travel,Business,266,2,2,2,3,4,2,4,4,4,3,2,4,2,4,0,0,Neutral or dissatisfied,Young Adults
13555,Female,Loyal customer,18,Personal Travel,Eco,1747,2,4,2,3,1,2,1,1,4,5,4,3,5,1,0,0,Neutral or dissatisfied,Youth
13556,Female,Loyal customer,16,Personal Travel,Eco,1670,2,4,2,4,2,2,2,2,3,2,4,1,1,2,0,0,Neutral or dissatisfied,Youth
13557,Male,Loyal customer,32,Personal Travel,Eco,1134,2,5,3,1,3,3,3,3,5,5,4,4,4,3,47,57,Neutral or dissatisfied,Young Adults
13558,Male,Loyal customer,65,Personal Travel,Eco,305,2,4,2,3,2,2,2,4,5,4,5,2,3,2,171,156,Neutral or dissatisfied,Senior
13559,Female,Loyal customer,40,Business travel,Business,2795,4,4,4,4,2,4,5,5,5,5,5,3,5,4,6,6,Satisfied,Young Adults
13560,Male,Loyal customer,47,Personal Travel,Eco,604,3,1,3,4,3,1,1,1,5,4,3,1,2,1,113,141,Neutral or dissatisfied,Middle Adults
13561,Male,Loyal customer,42,Business travel,Business,3181,5,5,5,5,3,2,3,4,4,4,4,5,4,5,4,4,Satisfied,Middle Adults
13562,Male,Loyal customer,42,Personal Travel,Eco,802,3,2,3,3,2,3,2,2,2,3,4,4,3,2,1,7,Neutral or dissatisfied,Middle Adults
13563,Female,Loyal customer,50,Business travel,Eco Plus,462,2,3,5,5,4,2,3,2,2,2,2,1,2,5,15,13,Satisfied,Middle Adults
13564,Female,Disloyal customer,28,Business travel,Eco,1253,1,0,0,3,1,1,1,1,3,4,4,2,4,1,0,0,Neutral or dissatisfied,Young Adults
13565,Male,Disloyal customer,48,Business travel,Business,325,3,4,4,4,1,3,1,1,5,4,4,4,4,1,2,0,Satisfied,Middle Adults
13566,Male,Loyal customer,16,Personal Travel,Eco,1062,2,5,2,4,2,1,1,3,5,4,4,1,4,1,259,261,Neutral or dissatisfied,Youth
13567,Male,Disloyal customer,28,Business travel,Business,1460,3,3,3,1,2,3,2,2,3,2,5,5,4,2,1,1,Neutral or dissatisfied,Young Adults
13568,Male,Loyal customer,54,Business travel,Business,270,0,1,1,4,3,4,4,4,4,4,4,4,4,4,44,26,Satisfied,Middle Adults
13569,Female,Loyal customer,66,Personal Travel,Eco,1199,2,4,2,5,3,4,1,2,2,2,2,1,2,3,13,21,Neutral or dissatisfied,Senior
13570,Female,Loyal customer,22,Personal Travel,Eco,616,2,2,2,3,2,2,2,2,4,3,3,2,3,2,16,15,Neutral or dissatisfied,Youth
13571,Female,Loyal customer,59,Business travel,Business,2605,3,3,3,3,3,4,4,2,2,2,2,3,2,5,0,0,Satisfied,Middle Adults
13572,Female,Disloyal customer,21,Business travel,Eco,2602,3,3,3,3,3,3,3,2,5,3,2,3,4,3,54,54,Neutral or dissatisfied,Youth
13573,Female,Disloyal customer,21,Business travel,Eco,599,3,1,3,4,5,3,5,5,2,5,3,1,4,5,0,0,Neutral or dissatisfied,Youth
13574,Male,Disloyal customer,45,Business travel,Business,1096,4,4,4,2,3,4,3,3,5,2,4,5,5,3,18,15,Satisfied,Middle Adults
13575,Female,Loyal customer,51,Personal Travel,Eco,192,2,4,2,3,3,5,5,3,3,2,3,5,3,4,0,0,Neutral or dissatisfied,Middle Adults
13576,Female,Loyal customer,14,Personal Travel,Eco,1590,3,4,3,3,3,3,3,3,4,4,4,4,3,3,0,0,Neutral or dissatisfied,Youth
13577,Female,Loyal customer,70,Personal Travel,Eco Plus,965,4,5,4,4,5,4,5,2,2,4,2,5,2,4,0,2,Neutral or dissatisfied,Senior
13578,Female,Loyal customer,68,Personal Travel,Eco Plus,689,1,3,1,4,3,1,5,3,3,1,3,3,3,2,7,0,Neutral or dissatisfied,Senior
13579,Male,Loyal customer,57,Business travel,Business,337,2,2,5,2,5,4,4,4,4,4,4,4,4,3,0,0,Satisfied,Middle Adults
13580,Female,Disloyal customer,8,Business travel,Eco,1140,2,2,2,3,4,2,4,4,3,4,3,3,3,4,0,0,Neutral or dissatisfied,Youth
13581,Female,Disloyal customer,40,Business travel,Business,588,2,2,2,4,5,2,5,5,2,2,4,2,3,5,0,0,Neutral or dissatisfied,Young Adults
13582,Male,Loyal customer,25,Personal Travel,Eco,323,3,1,3,4,4,3,4,4,1,1,4,4,4,4,72,78,Neutral or dissatisfied,Youth
13583,Female,Loyal customer,50,Business travel,Business,592,4,4,2,4,4,4,5,4,4,4,4,3,4,5,0,0,Satisfied,Middle Adults
13584,Male,Disloyal customer,22,Business travel,Eco,113,1,1,1,4,3,1,3,3,4,1,3,3,4,3,52,59,Neutral or dissatisfied,Youth
13585,Female,Loyal customer,26,Personal Travel,Eco,130,2,5,0,2,5,0,5,5,5,3,5,5,4,5,1,3,Neutral or dissatisfied,Young Adults
13586,Female,Disloyal customer,16,Business travel,Eco,843,4,4,4,2,5,4,5,5,4,2,3,2,1,5,0,2,Satisfied,Youth
13587,Male,Loyal customer,54,Personal Travel,Eco,191,1,4,1,4,3,1,3,3,4,2,4,5,5,3,0,0,Neutral or dissatisfied,Middle Adults
13588,Male,Loyal customer,48,Business travel,Business,2767,5,5,5,5,3,5,4,4,4,4,4,4,4,3,28,15,Satisfied,Middle Adults
13589,Male,Disloyal customer,40,Business travel,Business,442,1,1,1,3,2,1,2,2,3,3,5,5,4,2,4,0,Neutral or dissatisfied,Young Adults
13590,Female,Loyal customer,50,Business travel,Eco,692,2,4,4,4,4,4,4,2,2,2,2,2,2,2,0,9,Neutral or dissatisfied,Middle Adults
13591,Male,Loyal customer,59,Personal Travel,Eco,1400,3,1,3,2,1,3,1,1,2,1,2,2,2,1,0,0,Neutral or dissatisfied,Middle Adults
13592,Male,Disloyal customer,23,Business travel,Eco,419,4,0,4,3,2,4,2,2,1,1,3,4,4,2,70,55,Satisfied,Youth
13593,Male,Disloyal customer,24,Business travel,Eco,748,0,0,0,5,1,0,1,1,3,4,2,4,3,1,6,4,Satisfied,Youth
13594,Female,Disloyal customer,36,Business travel,Eco,479,4,3,4,4,3,4,3,3,3,1,3,4,4,3,0,0,Neutral or dissatisfied,Young Adults
13595,Female,Loyal customer,44,Business travel,Business,598,3,3,3,3,5,4,2,3,3,4,3,1,3,1,0,4,Satisfied,Middle Adults
13596,Female,Loyal customer,58,Personal Travel,Eco,134,0,0,0,3,3,3,3,3,3,0,1,2,3,5,47,48,Satisfied,Middle Adults
13597,Female,Loyal customer,55,Business travel,Business,3903,5,5,5,5,2,5,4,5,5,5,5,5,5,3,15,51,Satisfied,Middle Adults
13598,Female,Loyal customer,59,Business travel,Business,2556,2,2,2,2,4,4,4,5,4,4,4,4,4,4,5,0,Satisfied,Middle Adults
13599,Female,Loyal customer,57,Business travel,Eco,304,2,2,2,2,5,4,4,2,2,2,2,2,2,1,0,68,Neutral or dissatisfied,Middle Adults
13600,Male,Loyal customer,50,Personal Travel,Eco,590,3,3,4,3,5,4,3,5,2,4,1,3,5,5,24,21,Neutral or dissatisfied,Middle Adults
13601,Female,Loyal customer,54,Business travel,Business,853,4,4,4,4,4,4,4,4,5,4,4,4,3,4,383,358,Satisfied,Middle Adults
13602,Female,Loyal customer,40,Personal Travel,Eco,1723,1,5,1,1,3,1,3,3,3,5,5,3,4,3,0,0,Neutral or dissatisfied,Young Adults
13603,Female,Loyal customer,40,Business travel,Eco Plus,826,4,3,3,3,4,4,4,4,3,5,3,3,3,4,8,8,Neutral or dissatisfied,Young Adults
13604,Male,Loyal customer,40,Personal Travel,Eco,1449,1,1,0,2,0,4,4,3,4,3,2,4,4,4,205,210,Neutral or dissatisfied,Young Adults
13605,Female,Loyal customer,27,Business travel,Business,1513,2,1,1,1,2,2,2,2,2,1,2,2,2,2,0,0,Neutral or dissatisfied,Young Adults
13606,Male,Loyal customer,48,Business travel,Eco,106,5,5,1,1,5,5,5,5,3,2,5,4,3,5,0,3,Satisfied,Middle Adults
13607,Male,Disloyal customer,11,Business travel,Business,1119,3,3,3,4,4,3,3,4,2,3,3,4,4,4,3,23,Neutral or dissatisfied,Youth
13608,Female,Loyal customer,29,Business travel,Business,1522,3,3,3,3,5,5,5,5,5,5,4,4,5,5,0,12,Satisfied,Young Adults
13609,Male,Loyal customer,67,Personal Travel,Eco,433,3,4,3,1,4,3,4,4,5,4,5,3,5,4,17,26,Neutral or dissatisfied,Senior
13610,Female,Loyal customer,56,Business travel,Business,534,2,3,2,2,3,5,4,3,3,3,3,5,3,5,0,0,Satisfied,Middle Adults
13611,Male,Loyal customer,12,Personal Travel,Eco,632,5,3,5,3,1,5,1,1,4,4,3,2,4,1,31,37,Satisfied,Youth
13612,Male,Loyal customer,25,Business travel,Business,1325,3,5,5,5,3,3,3,3,1,2,4,4,4,3,0,52,Neutral or dissatisfied,Youth
13613,Female,Loyal customer,31,Business travel,Eco,143,5,3,3,3,5,5,5,5,5,3,5,1,5,5,0,0,Satisfied,Young Adults
13614,Male,Disloyal customer,38,Business travel,Business,281,5,5,5,1,5,5,5,5,3,2,4,4,5,5,0,5,Satisfied,Young Adults
13615,Female,Disloyal customer,21,Business travel,Business,1874,4,0,4,1,1,4,1,1,5,3,3,3,1,1,2,0,Satisfied,Youth
13616,Male,Loyal customer,66,Business travel,Eco,389,4,3,3,3,4,4,4,4,5,3,2,4,4,4,0,0,Satisfied,Senior
13617,Male,Loyal customer,55,Personal Travel,Eco,1107,1,4,1,3,4,1,4,4,3,2,4,5,4,4,2,0,Neutral or dissatisfied,Middle Adults
13618,Female,Loyal customer,45,Personal Travel,Eco,436,0,5,0,2,4,5,5,4,4,0,4,5,4,4,0,9,Satisfied,Middle Adults
13619,Male,Loyal customer,54,Personal Travel,Eco Plus,369,2,3,2,3,2,2,2,2,2,5,4,4,3,2,6,8,Neutral or dissatisfied,Middle Adults
13620,Male,Disloyal customer,23,Business travel,Business,134,5,0,5,1,5,5,5,5,4,4,5,4,5,5,0,0,Satisfied,Youth
13621,Female,Loyal customer,13,Personal Travel,Eco,2454,2,3,2,3,2,1,1,4,2,3,4,1,1,1,4,1,Neutral or dissatisfied,Youth
13622,Female,Loyal customer,43,Business travel,Business,102,3,3,3,3,2,2,3,4,4,4,3,5,4,3,0,0,Satisfied,Middle Adults
13623,Female,Disloyal customer,26,Business travel,Eco,761,2,2,2,3,1,2,1,1,2,5,4,4,3,1,0,0,Neutral or dissatisfied,Young Adults
13624,Male,Loyal customer,28,Business travel,Eco,937,5,1,1,1,5,5,5,5,3,1,2,4,1,5,9,5,Satisfied,Young Adults
13625,Female,Disloyal customer,41,Business travel,Eco,1482,5,5,5,4,2,5,2,2,4,2,2,3,5,2,0,0,Satisfied,Middle Adults
13626,Male,Loyal customer,37,Business travel,Eco,333,5,4,4,4,5,5,5,5,5,2,4,2,4,5,27,16,Satisfied,Young Adults
13627,Female,Loyal customer,34,Business travel,Business,580,3,3,3,3,2,5,4,5,5,5,5,3,5,3,0,0,Satisfied,Young Adults
13628,Male,Disloyal customer,36,Business travel,Eco,201,3,4,3,3,2,3,2,2,4,4,5,1,2,2,8,2,Neutral or dissatisfied,Young Adults
13629,Female,Loyal customer,24,Personal Travel,Eco,907,2,5,2,1,2,2,2,2,5,3,5,3,4,2,0,0,Neutral or dissatisfied,Youth
13630,Female,Loyal customer,44,Business travel,Eco Plus,1990,3,2,2,2,4,3,4,3,3,3,3,4,3,4,2,10,Neutral or dissatisfied,Middle Adults
13631,Male,Loyal customer,57,Business travel,Business,1167,3,3,3,3,4,4,4,5,5,5,5,5,5,3,0,0,Satisfied,Middle Adults
13632,Male,Loyal customer,43,Business travel,Business,3009,1,1,1,1,5,5,5,4,4,4,4,5,4,3,55,54,Satisfied,Middle Adults
13633,Female,Loyal customer,22,Personal Travel,Eco,607,2,5,3,3,4,3,4,4,5,3,5,5,4,4,0,0,Neutral or dissatisfied,Youth
13634,Female,Loyal customer,68,Personal Travel,Eco,2384,2,4,2,1,5,4,4,1,1,2,1,5,1,3,0,0,Neutral or dissatisfied,Senior
13635,Female,Loyal customer,53,Business travel,Business,1898,4,4,4,4,2,5,4,5,5,5,5,4,5,3,23,8,Satisfied,Middle Adults
13636,Female,Disloyal customer,32,Business travel,Eco,399,2,0,2,5,3,2,3,3,3,5,2,5,1,3,0,0,Neutral or dissatisfied,Young Adults
13637,Female,Disloyal customer,21,Business travel,Business,189,5,0,4,2,5,4,5,5,5,2,4,4,4,5,0,0,Satisfied,Youth
13638,Female,Loyal customer,31,Personal Travel,Eco,196,1,5,0,4,2,0,2,2,3,5,4,5,5,2,0,0,Neutral or dissatisfied,Young Adults
13639,Male,Loyal customer,19,Business travel,Business,1984,5,5,5,5,3,3,3,3,4,2,2,5,2,3,27,33,Satisfied,Youth
13640,Male,Loyal customer,22,Personal Travel,Eco,303,4,5,4,2,4,4,5,4,5,3,4,5,5,4,0,0,Satisfied,Youth
13641,Male,Disloyal customer,45,Business travel,Business,697,5,5,5,3,4,5,4,4,5,4,5,4,4,4,0,0,Satisfied,Middle Adults
13642,Female,Loyal customer,32,Personal Travel,Eco,481,2,5,2,3,2,2,2,2,2,3,1,2,5,2,0,0,Neutral or dissatisfied,Young Adults
13643,Male,Loyal customer,50,Personal Travel,Eco,106,2,4,0,5,2,0,2,2,3,2,4,4,4,2,0,0,Neutral or dissatisfied,Middle Adults
13644,Female,Disloyal customer,20,Business travel,Eco,836,3,3,3,1,5,3,4,5,2,1,2,2,5,5,0,0,Neutral or dissatisfied,Youth
13645,Female,Loyal customer,8,Personal Travel,Eco,1956,4,4,4,2,5,4,5,5,4,3,5,3,4,5,36,38,Neutral or dissatisfied,Youth
13646,Female,Disloyal customer,35,Business travel,Eco Plus,1121,3,3,3,4,3,3,3,3,2,2,3,1,4,3,0,0,Neutral or dissatisfied,Young Adults
13647,Female,Loyal customer,49,Business travel,Business,2771,1,1,1,1,3,3,1,4,4,4,4,3,4,3,0,0,Satisfied,Middle Adults
13648,Male,Loyal customer,44,Business travel,Business,1754,5,5,5,5,3,5,4,5,5,5,5,5,5,5,0,0,Satisfied,Middle Adults
13649,Female,Loyal customer,31,Personal Travel,Eco,2454,2,5,2,5,2,2,2,2,3,4,5,4,5,2,6,0,Neutral or dissatisfied,Young Adults
13650,Female,Loyal customer,65,Personal Travel,Business,257,2,3,2,3,1,1,2,5,5,2,3,3,5,5,0,0,Neutral or dissatisfied,Senior
13651,Male,Loyal customer,39,Business travel,Business,2303,5,5,5,5,2,4,5,5,5,5,5,3,5,3,0,0,Satisfied,Young Adults
13652,Female,Loyal customer,55,Business travel,Business,643,1,1,1,1,4,4,5,4,4,4,4,3,4,4,72,59,Satisfied,Middle Adults
13653,Female,Loyal customer,48,Business travel,Business,239,5,5,5,5,2,4,5,4,4,4,4,4,4,4,12,4,Satisfied,Middle Adults
13654,Female,Loyal customer,14,Personal Travel,Eco Plus,337,1,4,1,3,4,1,4,4,3,3,5,4,4,4,0,0,Neutral or dissatisfied,Youth
13655,Female,Loyal customer,44,Business travel,Business,89,3,3,3,3,2,5,5,4,4,5,5,5,4,5,0,0,Satisfied,Middle Adults
13656,Male,Loyal customer,48,Business travel,Business,1609,3,3,3,3,2,5,5,5,5,5,5,3,5,4,0,10,Satisfied,Middle Adults
13657,Female,Loyal customer,36,Personal Travel,Eco Plus,481,4,3,4,5,5,4,5,5,2,4,5,1,1,5,0,0,Neutral or dissatisfied,Young Adults
13658,Male,Disloyal customer,16,Business travel,Eco,444,5,3,5,3,1,5,1,1,2,4,3,1,1,1,0,0,Satisfied,Youth
13659,Female,Disloyal customer,40,Business travel,Business,731,4,4,4,2,3,4,3,3,5,4,5,5,4,3,0,0,Satisfied,Young Adults
13660,Male,Loyal customer,24,Business travel,Eco Plus,1448,4,5,5,5,4,4,5,4,3,2,3,1,3,4,1,0,Satisfied,Youth
13661,Female,Disloyal customer,28,Business travel,Eco,604,1,2,1,4,1,3,3,1,5,3,4,3,1,3,135,157,Neutral or dissatisfied,Young Adults
13662,Female,Loyal customer,19,Personal Travel,Eco,925,3,4,4,4,1,4,1,1,5,5,4,4,4,1,4,0,Neutral or dissatisfied,Youth
13663,Male,Loyal customer,49,Personal Travel,Eco,259,3,4,3,5,5,3,5,5,2,5,5,1,5,5,3,12,Neutral or dissatisfied,Middle Adults
13664,Female,Disloyal customer,49,Business travel,Business,675,4,4,4,3,1,4,1,1,4,5,5,3,4,1,0,0,Satisfied,Middle Adults
13665,Female,Loyal customer,25,Business travel,Business,447,4,5,2,2,4,4,4,4,1,1,3,1,3,4,0,0,Neutral or dissatisfied,Youth
13666,Female,Disloyal customer,25,Business travel,Business,4243,1,4,1,4,1,2,3,3,2,3,5,3,4,3,0,1,Neutral or dissatisfied,Youth
13667,Male,Loyal customer,27,Business travel,Business,1050,2,5,2,5,2,2,2,2,1,3,3,4,4,2,0,3,Neutral or dissatisfied,Young Adults
13668,Female,Loyal customer,22,Personal Travel,Eco,867,2,3,2,3,3,2,3,3,1,3,3,2,3,3,0,0,Neutral or dissatisfied,Youth
13669,Male,Loyal customer,72,Business travel,Business,1124,5,4,4,4,3,2,3,5,5,4,5,1,5,4,24,11,Neutral or dissatisfied,Senior
13670,Female,Loyal customer,52,Business travel,Business,318,0,0,0,3,4,2,4,1,1,1,1,1,1,4,0,0,Satisfied,Middle Adults
13671,Male,Loyal customer,39,Personal Travel,Eco,628,2,5,2,3,1,2,1,1,3,4,5,5,5,1,0,0,Neutral or dissatisfied,Young Adults
13672,Male,Loyal customer,32,Personal Travel,Eco,265,2,4,2,4,5,2,5,5,2,1,4,2,2,5,42,35,Neutral or dissatisfied,Young Adults
13673,Female,Loyal customer,53,Business travel,Eco,351,4,2,2,2,5,2,4,4,4,4,4,5,4,5,0,0,Satisfied,Middle Adults
13674,Female,Loyal customer,33,Business travel,Business,546,3,3,3,3,2,4,5,4,4,4,4,5,4,4,0,0,Satisfied,Young Adults
13675,Male,Disloyal customer,54,Business travel,Business,1111,3,3,3,4,2,3,4,2,4,2,4,5,4,2,46,38,Neutral or dissatisfied,Middle Adults
13676,Male,Disloyal customer,36,Business travel,Eco,73,2,2,2,4,2,2,2,2,1,5,3,2,3,2,18,14,Neutral or dissatisfied,Young Adults
13677,Female,Loyal customer,49,Business travel,Eco,308,5,1,1,1,3,1,2,5,5,5,5,4,5,4,0,0,Satisfied,Middle Adults
13678,Female,Disloyal customer,59,Business travel,Eco,1007,2,2,2,3,5,2,4,5,1,3,3,5,1,5,8,8,Neutral or dissatisfied,Middle Adults
13679,Male,Loyal customer,33,Business travel,Business,199,4,4,4,4,4,4,4,4,3,4,2,4,5,4,0,0,Satisfied,Young Adults
13680,Male,Disloyal customer,23,Business travel,Eco,626,5,0,5,3,3,0,3,3,4,2,4,3,4,3,0,0,Satisfied,Youth
13681,Male,Disloyal customer,18,Business travel,Eco,1378,3,4,4,2,3,3,3,3,5,4,3,3,5,3,0,0,Neutral or dissatisfied,Youth
13682,Male,Loyal customer,66,Personal Travel,Eco,1055,4,4,4,2,4,4,4,4,3,2,4,3,4,4,0,0,Neutral or dissatisfied,Senior
13683,Female,Loyal customer,41,Business travel,Eco,373,4,5,5,5,4,4,4,4,1,3,3,5,1,4,0,0,Satisfied,Middle Adults
13684,Female,Loyal customer,60,Business travel,Business,3952,0,4,0,4,2,4,4,5,5,5,5,5,5,4,0,0,Satisfied,Middle Adults
13685,Male,Loyal customer,60,Business travel,Business,2202,2,4,5,4,4,4,3,2,2,2,2,2,2,2,14,16,Neutral or dissatisfied,Middle Adults
13686,Female,Loyal customer,64,Personal Travel,Eco,317,2,4,2,3,4,4,4,4,4,2,4,3,4,4,0,0,Neutral or dissatisfied,Senior
13687,Male,Loyal customer,45,Business travel,Business,2409,2,2,2,2,3,3,3,5,5,5,5,1,5,4,0,0,Satisfied,Middle Adults
13688,Female,Loyal customer,59,Business travel,Business,2411,3,3,3,3,5,4,4,4,4,4,4,4,4,5,20,16,Satisfied,Middle Adults
13689,Female,Loyal customer,26,Business travel,Business,229,5,5,5,5,4,4,4,4,4,4,5,4,4,4,0,0,Satisfied,Young Adults
13690,Female,Disloyal customer,23,Business travel,Eco,622,0,2,0,4,5,0,5,5,3,2,4,4,4,5,0,0,Satisfied,Youth
13691,Male,Disloyal customer,38,Business travel,Business,255,4,4,4,2,4,4,1,4,5,4,5,5,4,4,0,0,Satisfied,Young Adults
13692,Male,Loyal customer,47,Personal Travel,Eco Plus,705,2,4,2,2,2,2,5,2,5,2,4,4,4,2,0,0,Neutral or dissatisfied,Middle Adults
13693,Male,Loyal customer,26,Personal Travel,Eco,867,5,1,5,4,3,5,4,3,1,5,4,3,4,3,0,0,Satisfied,Young Adults
13694,Female,Disloyal customer,43,Business travel,Eco,604,2,1,2,4,5,2,5,5,3,2,4,3,4,5,12,10,Neutral or dissatisfied,Middle Adults
13695,Female,Loyal customer,42,Business travel,Business,3871,1,1,1,1,2,4,2,4,4,4,4,1,4,5,5,6,Satisfied,Middle Adults
13696,Male,Loyal customer,51,Personal Travel,Eco,748,2,4,2,3,3,2,3,3,4,4,1,4,1,3,34,6,Neutral or dissatisfied,Middle Adults
13697,Female,Loyal customer,40,Personal Travel,Eco,604,1,4,1,5,2,1,2,2,2,2,5,3,1,2,0,0,Neutral or dissatisfied,Young Adults
13698,Female,Loyal customer,60,Business travel,Business,1893,1,1,1,1,4,5,4,4,4,4,4,3,4,4,82,69,Satisfied,Middle Adults
13699,Female,Loyal customer,50,Business travel,Business,1325,4,5,1,5,5,3,4,4,4,3,4,3,4,2,0,0,Neutral or dissatisfied,Middle Adults
13700,Female,Loyal customer,42,Business travel,Business,2704,3,3,3,3,4,4,4,4,4,3,5,4,4,4,149,134,Satisfied,Middle Adults
13701,Male,Loyal customer,65,Personal Travel,Eco Plus,204,2,5,2,2,1,2,1,1,2,3,1,1,3,1,0,0,Neutral or dissatisfied,Senior
13702,Female,Disloyal customer,47,Business travel,Eco Plus,1201,3,2,2,2,4,3,4,4,2,4,4,5,2,4,0,0,Neutral or dissatisfied,Middle Adults
13703,Male,Loyal customer,64,Business travel,Business,3641,1,1,1,1,5,5,5,2,2,3,2,5,1,5,92,90,Satisfied,Senior
13704,Female,Disloyal customer,22,Business travel,Eco,669,1,0,1,4,2,1,5,2,4,3,5,1,5,2,0,0,Neutral or dissatisfied,Youth
13705,Male,Loyal customer,41,Business travel,Eco,427,4,5,5,5,4,4,4,5,1,5,3,4,5,4,239,245,Satisfied,Middle Adults
13706,Male,Loyal customer,27,Business travel,Business,2084,4,4,4,4,5,5,5,5,4,2,2,1,3,5,0,0,Satisfied,Young Adults
13707,Male,Loyal customer,16,Personal Travel,Eco,102,5,4,5,4,5,5,5,5,5,4,5,5,4,5,4,0,Satisfied,Youth
13708,Male,Loyal customer,44,Business travel,Business,3015,5,5,5,5,2,4,5,4,4,4,4,3,4,4,0,0,Satisfied,Middle Adults
13709,Female,Loyal customer,58,Business travel,Business,153,2,2,2,2,2,2,5,5,5,5,4,3,5,4,0,0,Satisfied,Middle Adults
13710,Female,Loyal customer,52,Personal Travel,Eco,588,1,4,1,2,2,5,5,3,3,1,3,4,3,5,102,87,Neutral or dissatisfied,Middle Adults
13711,Female,Loyal customer,31,Business travel,Eco Plus,1107,5,5,5,5,5,5,5,5,2,3,1,2,5,5,0,0,Satisfied,Young Adults
13712,Male,Disloyal customer,28,Business travel,Business,2586,4,4,4,3,2,4,2,2,3,3,3,3,4,2,0,0,Neutral or dissatisfied,Young Adults
